"Weights","0.018182","0.036364","0.054545","0.072727","0.090909","0.109091","0.127273","0.145455","0.163636","0.181818"
"Sequential","0.010000","0.040000","0.060000","0.080000","0.100000","0.120000","0.140000","0.160000","0.180000","0.110000"
"White Noise","0.010000","0.060000","0.020000","0.110000","0.050000","0.090000","0.140000","0.050000","0.240000","0.230000"
"Golden Ratio","0.020000","0.030000","0.060000","0.070000","0.100000","0.100000","0.130000","0.150000","0.160000","0.180000"
"Pi","0.010000","0.040000","0.060000","0.070000","0.100000","0.110000","0.120000","0.140000","0.170000","0.180000"
"Sqrt2","0.020000","0.040000","0.050000","0.070000","0.090000","0.110000","0.130000","0.150000","0.160000","0.180000"
"Alias White Noise","0.010000","0.030000","0.030000","0.100000","0.090000","0.110000","0.090000","0.150000","0.200000","0.190000"
"Alias R2","0.030000","0.020000","0.040000","0.080000","0.090000","0.100000","0.130000","0.150000","0.160000","0.200000"
"Alias R2 (Additive)","0.020000","0.020000","0.040000","0.080000","0.090000","0.100000","0.130000","0.150000","0.160000","0.210000"
"Alias GR / Sqrt2","0.030000","0.050000","0.050000","0.070000","0.090000","0.110000","0.110000","0.150000","0.160000","0.180000"
"Alias Sobol","0.010000","0.040000","0.050000","0.080000","0.090000","0.120000","0.100000","0.180000","0.160000","0.170000"
